Anno;Codice Regione;Descrizione Regione;Codice Azienda;Codice struttura;Denominazione struttura;Indirizzo;Codice Comune;Comune;Sigla provincia;Codice tipo struttura;Descrizione tipo struttura
2010;15;CAMPANIA             ;910;150910;ISTITUTO NAZIONALE TUMORI DI NAPOLI;VIA MARIANO SEMMOLA                     ;63049;NAPOLI                                  ;NA;3.1;IRCCS pubblico
2010;15;CAMPANIA             ;912;150912;AZIENDA OSPEDALIERA COTUGNO;VIA G. QUAGLIARIELLO, 54;63049;NAPOLI                                  ;NA;0;Azienda Ospedaliera
2010;16;PUGLIA               ;901;160901;ISTITUTO TUMORI GIOVANNI PAOLO II;VIA S. F. HAHNEMANN                     ;72006;BARI                                    ;BA;3.1;IRCCS pubblico
2010;16;PUGLIA               ;902;160902;IRCCS 'SAVERIO DE BELLIS';Via Turi, 27;72017;CASTELLANA GROTTE                       ;BA;3.1;IRCCS pubblico
2010;16;PUGLIA               ;907;160907;AO Univ Consorziale Policlinico di Bari;P.zza G. Cesare 11;72006;BARI                                    ;BA;2.2;Azienda Ospedaliera integrata con l'Università
2010;16;PUGLIA               ;910;160910;Azienda Ospedaliera'Ospedali Riuniti';Viale Luigi Pinto;71024;FOGGIA                                  ;FG;2.2;Azienda Ospedaliera integrata con l'Università
2010;17;BASILICATA           ;901;170901;AZIENDA OSPEDALIERA REGIONALE 'S. CARLO';C/DA MACCHIA ROMANA POTENZA             ;76063;POTENZA                                 ;PZ;0;Azienda Ospedaliera
2010;17;BASILICATA           ;910;170910;C.R.O.B. - I.R.C.C.S.;Via Padre Pio 1;76066;RIONERO IN VULTURE                      ;PZ;3.1;IRCCS pubblico
2010;18;CALABRIA             ;201;180916;INRCA;C.DA MUOIO PICCOLO                      ;78045;COSENZA                                 ;CS;3.1;IRCCS pubblico
2010;18;CALABRIA             ;912;180912;AZIENDA OSPEDALIERA DI COSENZA;VIA SAN MARTINO;78045;COSENZA                                 ;CS;0;Azienda Ospedaliera
2010;18;CALABRIA             ;913;180913;Azienda Ospedaliera Pugliese De Lellis;Viale Pio X;79023;CATANZARO                               ;CZ;0;Azienda Ospedaliera
2010;18;CALABRIA             ;914;180914;A.O. MATER DOMINI CATANZARO;VIALE EURPORA LOC. GERMANETO;79023;CATANZARO                               ;CZ;0;Azienda Ospedaliera
2010;18;CALABRIA             ;915;180915;OSPEDALE BIANCHI - MELACRINO - MORELLI;VIA PROVINCIALE SPIRITO SANTO, 24;80063;REGGIO DI CALABRIA                      ;RC;0;Azienda Ospedaliera
2010;19;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2010;19;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2010;19;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;87015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2010;19;SICILIA              ;924;190924;aorpapardopiemonte;contrada papardo;83048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2010;19;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;83048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2010;19;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2010;19;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2010;19;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2010;19;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';s.s. 113 Contrada Casazza;83048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2010;20;SARDEGNA             ;108;200903;I.N.R.C.A.;VIA DELLE CICALE 11;92009;CAGLIARI                                ;CA;3.1;IRCCS pubblico
2010;20;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1;92009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2010;20;SARDEGNA             ;905;200905;AZIENDA OSPED. UNIVERSITARIA SASSARI;VIA COPPINO N° 26;90064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2010;20;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;92009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2011;3;LOMBARDIA            ;920;30920;C.TRO BRONCOPNEUMOPATIE INRCA-CASATENOVO;VIA MONTEREGIO, 13;97016;CASATENOVO                              ;LC;3.1;IRCCS pubblico
2011;3;LOMBARDIA            ;922;30922;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO  ";VIA VENEZIAN, 1;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2011;3;LOMBARDIA            ;923;30923;FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA  ;VIA CELORIA 11;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2011;3;LOMBARDIA            ;924;30924;OSPEDALE POLICLINICO S. MATTEO - PAVIA  ;P.LE GOLGI, 19;18110;PAVIA                                   ;PV;3.3;IRCCS fondazione
2011;3;LOMBARDIA            ;925;30925;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGI;VIA FRANCESCO SFORZA, 28;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2011;3;LOMBARDIA            ;951;30951;A.O. OSP.CIRC. FONDAZIONE MACCHI-VARESE ;VIALE LUIGI BORRI, 57;12133;VARESE                                  ;VA;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;952;30952;A.O. S.ANTONIO ABATE - GALLARATE        ;L.GO BOITO   2;12070;GALLARATE                               ;VA;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;953;30953;A.O. OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;PIAZZALE  SOLARO, 3;12026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;954;30954;A.O. SPEDALI CIVILI - BRESCIA           ;PIAZZALE SPEDALI CIVILI, 1;17029;BRESCIA                                 ;BS;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;955;30955;"A.O. ""MELLINO MELLINI"" - CHIARI         ";VIALE MAZZINI, 4;17052;CHIARI                                  ;BS;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;956;30956;A.O. DESENZANO DEL GARDA - DESENZANO G. ;LOCALITA' MONTECROCE                    ;17067;DESENZANO DEL GARDA                     ;BS;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;957;30957;A.O. ISTITUTI OSPEDALIERI - CREMONA     ;VIALE CONCORDIA, 1;19036;CREMONA                                 ;CR;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;958;30958;A.O. OSPEDALE MAGGIORE - CREMA;LARGO UGO DOSSENA, 2;19035;CREMA                                   ;CR;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;959;30959;A.O. S.ANNA - COMO                      ;VIA NAPOLEONA, 60;13075;COMO                                    ;CO;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;960;30960;A.O. OSPEDALE DI LECCO - LECCO          ;VIA DELL'EREMO, 9/11;97042;LECCO                                   ;LC;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;962;30962;A.O. OSPEDALI RIUNITI - BERGAMO         ;LARGO BAROZZI, 1;16024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;963;30963;A.O. OSP.TREVIGLIO CARAVAGGIO-TREVIGLIO ;PIAZZA OSPEDALE 1;16219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;964;30964;"A.O. ""BOLOGNINI"" - SERIATE              ";VIA PADERNO, 21;16198;SERIATE                                 ;BG;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;965;30965;"A.O. ""CARLO POMA"" - MANTOVA             ";VIA ALBERTONI, 1;20030;MANTOVA                                 ;MN;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;966;30966;"A.O. ""LUIGI SACCO"" - MILANO             ";VIA S. GIOVANNI BATTISTA GRASSI, 74;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;967;30967;"A.O. ""OSP.NIGUARDA CA'GRANDA""-MILANO    ";PIAZZA OSP. MAGGIORE,3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;968;30968;"A.O. ""IST.CLIN.PERFEZIONAMENTO""-MILANO  ";VIA CASTELVETRO, 22;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;969;30969;A.O. FATEBENEFRATELLI E OFTALMICO-MILANO;CORSO DI PORTA NUOVA, 23;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;970;30970;"A.O. ""SAN PAOLO"" - MILANO               ";VIA A. DI RUDINI', 8;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;971;30971;A.O. IST.ORTOPEDICO GAETANO PINI-MILANO ;PIAZZA CARDINAL FERRARI, 1;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;972;30972;"A.O. ""S.CARLO BORROMEO"" - MILANO        ";VIA PIO II, 3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;973;30973;A.O. OSPEDALE CIVILE - LEGNANO          ;CORSO SEMPIONE, 82;15118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;974;30974;"A.O. ""G. SALVINI"" - GARBAGNATE          ";VIALE FORLANINI, 121;15105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;975;30975;A.O. OSPEDALE DI CIRCOLO - MELEGNANO    ;VIA PANDINA, 1;15244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;976;30976;A.O. OSPEDALE CIVILE - VIMERCATE        ;VIA SANTI COSMA E DAMIANO, 10;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;977;30977;"A.O. ""S.GERARDO"" - MONZA                ";VIA SOLFERINO, 16;108033;MONZA;MB;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;978;30978;A.O. DELLA PROVINCIA DI LODI            ;PIAZZA OSPEDALE, 10;98031;LODI                                    ;LO;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;979;30979;A.O. DELLA PROVINCIA DI PAVIA           ;VIALE REPUBBLICA, 34;18110;PAVIA                                   ;PV;0;Azienda Ospedaliera
2011;3;LOMBARDIA            ;980;30980;A.O. VALTELLINA E VALCHIAVENNA          ;VIA STELVIO, 25;14061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;920;30920;C.TRO BRONCOPNEUMOPATIE INRCA-CASATENOVO;VIA MONTEREGIO, 13;97016;CASATENOVO                              ;LC;3.1;IRCCS pubblico
2012;3;LOMBARDIA            ;922;30922;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO  ";VIA VENEZIAN, 1;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2012;3;LOMBARDIA            ;923;30923;FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA  ;VIA CELORIA 11;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2012;3;LOMBARDIA            ;924;30924;OSPEDALE POLICLINICO S. MATTEO - PAVIA  ;P.LE GOLGI, 19;18110;PAVIA                                   ;PV;3.3;IRCCS fondazione
2012;3;LOMBARDIA            ;925;30925;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGI;VIA FRANCESCO SFORZA, 28;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2012;3;LOMBARDIA            ;951;30951;A.O. OSP.CIRC. FONDAZIONE MACCHI-VARESE ;VIALE LUIGI BORRI, 57;12133;VARESE                                  ;VA;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;952;30952;A.O. S.ANTONIO ABATE - GALLARATE        ;L.GO BOITO   2;12070;GALLARATE                               ;VA;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;953;30953;A.O. OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;PIAZZALE  SOLARO, 3;12026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;954;30954;A.O. SPEDALI CIVILI - BRESCIA           ;PIAZZALE SPEDALI CIVILI, 1;17029;BRESCIA                                 ;BS;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;955;30955;"A.O. ""MELLINO MELLINI"" - CHIARI         ";VIALE MAZZINI, 4;17052;CHIARI                                  ;BS;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;956;30956;A.O. DESENZANO DEL GARDA - DESENZANO G. ;LOCALITA' MONTECROCE                    ;17067;DESENZANO DEL GARDA                     ;BS;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;957;30957;A.O. ISTITUTI OSPEDALIERI - CREMONA     ;VIALE CONCORDIA, 1;19036;CREMONA                                 ;CR;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;958;30958;A.O. OSPEDALE MAGGIORE - CREMA          ;LARGO UGO DOSSENA, 2;19035;CREMA                                   ;CR;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;959;30959;A.O. S.ANNA - COMO                      ;VIA NAPOLEONA, 60;13075;COMO                                    ;CO;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;960;30960;A.O. OSPEDALE DI LECCO - LECCO          ;VIA DELL'EREMO, 9/11;97042;LECCO                                   ;LC;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;962;30962;A.O. OSPEDALI RIUNITI - BERGAMO         ;LARGO BAROZZI, 1;16024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;963;30963;A.O. OSP.TREVIGLIO CARAVAGGIO-TREVIGLIO ;PIAZZA OSPEDALE 1;16219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;964;30964;"A.O. ""BOLOGNINI"" - SERIATE              ";VIA PADERNO, 21;16198;SERIATE                                 ;BG;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;965;30965;"A.O. ""CARLO POMA"" - MANTOVA             ";VIA ALBERTONI, 1;20030;MANTOVA                                 ;MN;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;966;30966;"A.O. ""LUIGI SACCO"" - MILANO             ";VIA S. GIOVANNI BATTISTA GRASSI, 74;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;967;30967;"A.O. ""OSP.NIGUARDA CA'GRANDA""-MILANO    ";PIAZZA OSP. MAGGIORE,3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;968;30968;"A.O. ""IST.CLIN.PERFEZIONAMENTO""-MILANO  ";VIA CASTELVETRO, 22;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;969;30969;A.O. FATEBENEFRATELLI E OFTALMICO-MILANO;CORSO DI PORTA NUOVA, 23;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;970;30970;"A.O. ""SAN PAOLO"" - MILANO               ";VIA A. DI RUDINI', 8;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;971;30971;A.O. IST.ORTOPEDICO GAETANO PINI-MILANO ;PIAZZA CARDINAL FERRARI, 1;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;972;30972;"A.O. ""S.CARLO BORROMEO"" - MILANO        ";VIA PIO II, 3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;973;30973;A.O. OSPEDALE CIVILE - LEGNANO          ;VIA PAPA GIOVANNI PAOLO II              ;15118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;974;30974;"A.O. ""G. SALVINI"" - GARBAGNATE          ";VIALE FORLANINI, 121;15105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;975;30975;A.O. OSPEDALE DI CIRCOLO - MELEGNANO    ;VIA PANDINA, 1;15244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;976;30976;A.O. OSPEDALE CIVILE - VIMERCATE        ;VIA SANTI COSMA E DAMIANO, 10;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;977;30977;"A.O. ""S.GERARDO"" - MONZA                ";VIA SOLFERINO, 16;108033;MONZA;MB;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;978;30978;A.O. DELLA PROVINCIA DI LODI            ;PIAZZA OSPEDALE, 10;98031;LODI                                    ;LO;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;979;30979;A.O. DELLA PROVINCIA DI PAVIA           ;VIALE REPUBBLICA, 34;18110;PAVIA                                   ;PV;0;Azienda Ospedaliera
2012;3;LOMBARDIA            ;980;30980;A.O. VALTELLINA E VALCHIAVENNA          ;VIA STELVIO, 25;14061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;920;30920;I.N.R.C.A.- PRESIDIO DI CASATENOVO      ;VIA MONTEREGIO, 13;97016;CASATENOVO                              ;LC;3.1;IRCCS pubblico
2013;3;LOMBARDIA            ;922;30922;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO  ";VIA VENEZIAN, 1;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2013;3;LOMBARDIA            ;923;30923;FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-M;VIA CELORIA 11;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2013;3;LOMBARDIA            ;924;30924;POLICLINICO S. MATTEO - PAVIA           ;VIALE GOLGI, 19;18110;PAVIA                                   ;PV;3.3;IRCCS fondazione
2013;3;LOMBARDIA            ;925;30925;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGI;VIA FRANCESCO SFORZA, 28;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2013;3;LOMBARDIA            ;951;30951;A.O. OSP.CIRC. FONDAZIONE MACCHI-VARESE ;VIALE LUIGI BORRI, 57;12133;VARESE                                  ;VA;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;952;30952;A.O. S.ANTONIO ABATE - GALLARATE        ;L.GO BOITO   2;12070;GALLARATE                               ;VA;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;953;30953;A.O. OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;PIAZZALE  SOLARO, 3;12026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;954;30954;A.O. SPEDALI CIVILI - BRESCIA           ;PIAZZALE SPEDALI CIVILI, 1;17029;BRESCIA                                 ;BS;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;955;30955;"A.O. ""MELLINO MELLINI"" - CHIARI         ";VIALE MAZZINI, 4;17052;CHIARI                                  ;BS;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;956;30956;A.O. DESENZANO DEL GARDA - DESENZANO G. ;LOCALITA' MONTECROCE                    ;17067;DESENZANO DEL GARDA                     ;BS;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;957;30957;A.O. ISTITUTI OSPEDALIERI - CREMONA     ;VIALE CONCORDIA, 1;19036;CREMONA                                 ;CR;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;958;30958;A.O. OSPEDALE MAGGIORE - CREMA          ;LARGO UGO DOSSENA, 2;19035;CREMA                                   ;CR;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;959;30959;A.O. S.ANNA - COMO                      ;VIA NAPOLEONA, 60;13075;COMO                                    ;CO;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;960;30960;A.O. OSPEDALE DI LECCO - LECCO          ;VIA DELL'EREMO, 9/11;97042;LECCO                                   ;LC;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;962;30962;A.O. PAPA GIOVANNI XXIII                ;PIAZZA OMS, 1;16024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;963;30963;A.O. OSP.TREVIGLIO CARAVAGGIO-TREVIGLIO ;PIAZZA OSPEDALE 1;16219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;964;30964;"A.O. ""BOLOGNINI"" - SERIATE              ";VIA PADERNO, 21;16198;SERIATE                                 ;BG;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;965;30965;"A.O. ""CARLO POMA"" - MANTOVA             ";VIA ALBERTONI, 1;20030;MANTOVA                                 ;MN;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;966;30966;"A.O. ""LUIGI SACCO"" - MILANO             ";VIA S. GIOVANNI BATTISTA GRASSI, 74;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;967;30967;"A.O. ""OSP.NIGUARDA CA'GRANDA""-MILANO    ";PIAZZA OSPEDALE MAGGIORE,3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;968;30968;"A.O. ""IST.CLIN.PERFEZIONAMENTO""-MILANO  ";VIA CASTELVETRO, 22;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;969;30969;A.O. FATEBENEFRATELLI E OFTALMICO-MILANO;CORSO DI PORTA NUOVA, 23;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;970;30970;"A.O. ""SAN PAOLO"" - MILANO               ";VIA A. DI RUDINI', 8;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;971;30971;A.O. IST.ORTOPEDICO GAETANO PINI-MILANO ;PIAZZA CARDINAL FERRARI, 1;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;972;30972;"A.O. ""S.CARLO BORROMEO"" - MILANO        ";VIA PIO II, 3;15146;MILANO                                  ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;973;30973;A.O. OSPEDALE CIVILE - LEGNANO          ;VIA PAPA GIOVANNI PAOLO II              ;15118;LEGNANO                                 ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;974;30974;"A.O. ""G. SALVINI"" - GARBAGNATE          ";VIALE FORLANINI, 121;15105;GARBAGNATE MILANESE                     ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;975;30975;A.O. OSPEDALE DI CIRCOLO - MELEGNANO    ;VIA PANDINA, 1;15244;VIZZOLO PREDABISSI                      ;MI;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;976;30976;A.O. OSPEDALE CIVILE - VIMERCATE        ;VIA SANTI COSMA E DAMIANO, 10;108050;VIMERCATE;MB;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;977;30977;"A.O. ""S.GERARDO"" - MONZA                ";VIA SOLFERINO, 16;108033;MONZA;MB;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;978;30978;A.O. DELLA PROVINCIA DI LODI            ;VIA FISSIRAGA, 15;98031;LODI                                    ;LO;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;979;30979;A.O. DELLA PROVINCIA DI PAVIA           ;VIALE REPUBBLICA, 34;18110;PAVIA                                   ;PV;0;Azienda Ospedaliera
2013;3;LOMBARDIA            ;980;30980;A.O. VALTELLINA E VALCHIAVENNA          ;VIA STELVIO, 25;14061;SONDRIO                                 ;SO;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;920;30920;I.N.R.C.A.- PRESIDIO DI CASATENOVO      ;VIA MONTEREGIO, 13;97016;CASATENOVO                              ;LC;3.1;IRCCS pubblico
2014;3;LOMBARDIA            ;922;30922;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO  ";VIA VENEZIAN, 1;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2014;3;LOMBARDIA            ;923;30923;FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-M;VIA CELORIA 11;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2014;3;LOMBARDIA            ;924;30924;POLICLINICO S. MATTEO - PAVIA           ;VIALE GOLGI, 19;18110;PAVIA                                   ;PV;3.3;IRCCS fondazione
2014;3;LOMBARDIA            ;925;30925;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGI;VIA FRANCESCO SFORZA, 28;15146;MILANO                                  ;MI;3.3;IRCCS fondazione
2014;3;LOMBARDIA            ;951;30951;A.O. OSP.CIRC. FONDAZIONE MACCHI-VARESE ;VIALE LUIGI BORRI, 57;12133;VARESE                                  ;VA;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;952;30952;A.O. S.ANTONIO ABATE - GALLARATE        ;L.GO BOITO   2;12070;GALLARATE                               ;VA;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;953;30953;A.O. OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;PIAZZALE  SOLARO, 3;12026;BUSTO ARSIZIO                           ;VA;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;954;30954;A.O. SPEDALI CIVILI - BRESCIA           ;PIAZZALE SPEDALI CIVILI, 1;17029;BRESCIA                                 ;BS;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;955;30955;"A.O. ""MELLINO MELLINI"" - CHIARI         ";VIALE MAZZINI, 4;17052;CHIARI                                  ;BS;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;956;30956;A.O. DESENZANO DEL GARDA - DESENZANO G. ;LOCALITA' MONTECROCE                    ;17067;DESENZANO DEL GARDA                     ;BS;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;957;30957;A.O. ISTITUTI OSPEDALIERI - CREMONA     ;VIALE CONCORDIA, 1;19036;CREMONA                                 ;CR;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;958;30958;A.O. OSPEDALE MAGGIORE - CREMA          ;LARGO UGO DOSSENA, 2;19035;CREMA                                   ;CR;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;959;30959;A.O. S.ANNA - COMO                      ;VIA NAPOLEONA, 60;13075;COMO                                    ;CO;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;960;30960;A.O. OSPEDALE DI LECCO - LECCO          ;VIA DELL'EREMO, 9/11;97042;LECCO                                   ;LC;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;962;30962;A.O. PAPA GIOVANNI XXIII                ;PIAZZA OMS, 1;16024;BERGAMO                                 ;BG;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;963;30963;A.O. OSP.TREVIGLIO CARAVAGGIO-TREVIGLIO ;PIAZZA OSPEDALE 1;16219;TREVIGLIO                               ;BG;0;Azienda Ospedaliera
2014;3;LOMBARDIA            ;964;30964;"A.O. ""BOLOGNINI"" - SERIATE              ";VIA PADERNO, 21;16198;SERIATE                                 ;BG;0;Azienda Ospedaliera
