Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"Italy","NET.IT229A","COMUNE DI LECCE","IT2044A","LIBERTINI","SPO.IT2044A_5_BETA_2015-07-16_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.988","ug/m3","94.25","1","Traffic","Urban","18.1767","40.3519","50.0","Lecce                                                                           ","IT037C1                                           ","93865","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT253A","ARPACAL","IT2086A","Università","SPO.IT2086A_5_BETA_2014-12-31_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.778","ug/m3","99.45","1","Traffic","Urban","16.2433","39.3389","223.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2086A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT2068A","S. Martino in Trignano","SPO.IT2068A_5_BETA_2011-03-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","26.145","ug/m3","88.77","1","Industrial","Suburban","12.6664","42.7433","318.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2068A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT1890A","Enna","SPO.IT1890A_5_BETA_2008-05-14_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.983","ug/m3","97.53","1","Background","Urban","14.2815","37.5641","925.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1890A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT265A","ENEL","IT2090A","Schiavonea","SPO.IT2090A_5_BETA_2015-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.833","ug/m3","92.88","1","Industrial","Rural","16.5468","39.6518","2.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2090A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT218A","COMUNE DI BARI","IT1624A","KENNEDY","SPO.IT1624A_5_BETA_2009-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.936","ug/m3","93.70","1","Background","Urban","16.8597","41.1006","10.0","Bari                                                                            ","IT008C1                                           ","315284","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1624A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT281A","RETE REGIONALE QUALITA' ARIA DEL VENETO","IT2072A","BADIA POLESINE","SPO.IT2072A_5_gravi_2011-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","32.599","ug/m3","97.81","1","Background","Rural","11.5533","45.1039","6.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2072A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT232A","ARPA MOLISE","IT1802A","ISERNIA1","SPO.IT1802A_5_nephelometry_2006-02-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","9.200","ug/m3","26.03","1","Traffic","Urban","14.2336","41.5972","472.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1802A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT263A","ENPLUS-CTE-S.SEVERO-FG","IT2142A","Azienda Russo","SPO.IT2142A_5_BETA_2013-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.603","ug/m3","87.12","1","Background","Rural","15.4408","41.5467","150.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2142A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT2246A","Fiumicino Porto","SPO.IT2246A_5_BETA_2016-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.059","ug/m3","88.22","1","Industrial","Suburban","12.2234","41.7748","","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2246A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT2286A","VIA DE LITTA - VADO LIGURE","SPO.IT2286A_5_BETA_2018-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.034","ug/m3","97.81","1","Industrial","Suburban","8.4457","44.2618","","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2286A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT1510A","Verbania - Gabardi","SPO.IT1510A_5_gravi_2004-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","13.831","ug/m3","97.53","1","Background","Urban","8.5655","45.9303","203.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1510A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT272A","SORGENIA","IT2144A","EN02 - ass. ecologia","SPO.IT2144A_5_BETA_2010-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.189","ug/m3","99.18","1","Industrial","Suburban","16.7661","41.1078","40.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2144A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT276A","RETE DI RILEVAMENTO QA DELLA ZONA DI PIANURA","IT1587A","Gorizia","SPO.IT1587A_5_BETA_2003-07-16_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","17.635","ug/m3","88.49","1","Traffic","Urban","13.6164","45.9369","50.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1587A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT247A","PROVINCIA DI BARI","IT1822A","ANDRIA","SPO.IT1822A_5_BETA_2016-10-12_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.795","ug/m3","94.52","1","Traffic","Urban","16.2917","41.2317","10.0","Andria                                                                          ","IT524C1                                           ","98414","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1822A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT152A","EX MNS","IT1420A","ATESSA","SPO.IT1420A_5_BETA_2016-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","19.072","ug/m3","73.70","1","Industrial","Suburban","14.4411","42.1417","61.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1420A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT1243A","CENS12","SPO.IT1243A_5_BETA_2006-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.685","ug/m3","98.90","1","Traffic","Suburban","8.5514","40.7103","192.0","Sassari                                                                         ","IT026C1                                           ","125273","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1243A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT2158A","SAN LEO","SPO.IT2158A_5_BETA_2014-06-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","14.474","ug/m3","96.44","1","Background","Rural","12.4017","43.9081","540.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2158A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT0063A","LI-COTONE","SPO.IT0063A_5_BETA_2000-05-05_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.363","ug/m3","98.08","1","Industrial","Suburban","10.5342","42.9392","37.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0063A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT2038A","REGIONE CAVALLO - ALBENGA","SPO.IT2038A_5_BETA_2011-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.587","ug/m3","92.60","1","Traffic","Urban","8.2069","44.0519","2.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2038A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT123A","PROVINCIA DELLA SPEZIA","IT1456A","SAN CIPRIANO - LIBERTA - LA SPEZIA","SPO.IT1456A_5_BETA_2015-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.436","ug/m3","96.63","1","Traffic","Urban","9.8328","44.1128","2.0","La Spezia                                                                       ","IT036C1                                           ","92550","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1456A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT2066A","Leonardo da Vinci","SPO.IT2066A_5_BETA_2009-06-20_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.895","ug/m3","95.07","1","Industrial","Suburban","12.5572","43.3583","475.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2066A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT0187A","ISONZO","SPO.IT0187A_5_BETA_2002-01-28_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","32.003","ug/m3","99.18","1","Traffic","Urban","11.6131","44.8425","8.0","Ferrara                                                                         ","IT507C1                                           ","132899","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0187A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT0934A","BN32 via flora","SPO.IT0934A_5_BETA_2016-10-05_21:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","25.357","ug/m3","81.71","1","Traffic","Urban","14.7894","41.1315","159.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0934A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT218A","COMUNE DI BARI","IT2058A","CUS","SPO.IT2058A_5_BETA_2013-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.017","ug/m3","92.05","1","Background","Suburban","16.8453","41.1347","5.0","Bari                                                                            ","IT008C1                                           ","315284","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2058A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT247A","PROVINCIA DI BARI","IT1817A","MONOPOLI","SPO.IT1817A_5_BETA_2009-07-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.395","ug/m3","95.62","1","Traffic","Suburban","17.2903","40.9567","10.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1817A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT223A","REGIONE PUGLIA","IT1617A","S. Pancrazio Salentino","SPO.IT1617A_5_BETA_2017-11-07_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.306","ug/m3","98.68","1","Background","Suburban","17.8464","40.4233","20.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1617A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT276A","RETE DI RILEVAMENTO QA DELLA ZONA DI PIANURA","IT2140A","Via S.Daniele","SPO.IT2140A_5_BETA_2014-02-11_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.619","ug/m3","99.29","1","Traffic","Urban","13.2297","46.0708","116.0","Udine                                                                           ","IT035C1                                           ","100170","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2140A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT266A","COMUNE DI CATANZARO","IT2091A","Santa Maria","SPO.IT2091A_5_BETA_2014-11-03_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","24.812","ug/m3","94.79","1","Traffic","Urban","16.6083","38.8690","87.0","Catanzaro                                                                       ","IT024C1                                           ","87397","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2091A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT1902A","BRUFA","SPO.IT1902A_5_BETA_2009-01-29_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","15.764","ug/m3","87.12","1","Background","Rural","12.4681","43.0669","209.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1902A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1044A","FLAMINIA","SPO.IT1044A_5_BETA_2002-08-19_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","29.864","ug/m3","94.52","1","Traffic","Urban","12.5756","44.0522","3.0","Rimini                                                                          ","IT508C1                                           ","149335","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1044A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT1830A","Alessandria - Volta","SPO.IT1830A_5_gravi_2010-09-29_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","28.856","ug/m3","98.90","1","Background","Urban","8.6232","44.9203","91.0","Alessandria                                                                     ","IT518C1                                           ","92876","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1830A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT0804A","CITTADELLA","SPO.IT0804A_5_BETA_2002-04-21_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","30.448","ug/m3","97.81","1","Background","Urban","10.3317","44.7936","60.0","Parma                                                                           ","IT503C1                                           ","200455","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0804A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1043A","MARECCHIA","SPO.IT1043A_5_BETA_2001-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","29.278","ug/m3","94.52","1","Background","Urban","12.5533","44.0625","6.0","Rimini                                                                          ","IT508C1                                           ","149335","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT1899A","Misterbianco","SPO.IT1899A_5_BETA_2008-09-25_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.805","ug/m3","93.70","1","Background","Urban","15.0108","37.5157","160.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1899A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT1997A","Milazzo - Termica","SPO.IT1997A_5_BETA_2009-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.434","ug/m3","84.38","1","Background","Suburban","15.2491","38.1906","28.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1997A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT090A","TRENTINO URBAN AND REGION NETWORK","IT0591A","ROVERETO LGP","SPO.IT0591A_5_nephelometry_beta_2002-04-16_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.184","ug/m3","100.00","1","Background","Urban","11.0382","45.8927","200.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0591A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT1529A","Cuneo - Alpini","SPO.IT1529A_5_gravi_2010-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","17.335","ug/m3","99.73","1","Background","Urban","7.5382","44.3817","550.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1529A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT2107A","LOCALITA' MAZZUCCA - CAIRO MONTENOTTE","SPO.IT2107A_5_BETA_2012-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.701","ug/m3","92.60","1","Industrial","Suburban","8.2839","44.3833","343.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2107A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT0813A","Gela - Via Venezia","SPO.IT0813A_5_BETA_2017-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","31.131","ug/m3","97.26","1","Traffic","Urban","14.2590","37.0687","15.0","Gela                                                                            ","IT069C1                                           ","72187","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0813A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
